stt_duyet,ma_anh,ma_san_pham,ten_san_pham,duong_dan_anh,sha256,url_san_pham,url_anh,trang_thai_duyet,logo_quan_sat_duoc,so_logo,chat_luong_anh,ghi_chu
149,anh_000150,san_pham_0032,🌿 BỘT RAU DIẾP CÁ SẤY LẠNH NGUYÊN CHẤT - TRẦN LAN,data\du_lieu_logo\anh_goc\san_pham_0032\anh_001_7a0b075f.jpg,7a0b075fefdc03e76b9a68d0031d0471a32bf900ee0fdf165da3f5520d398cd5,https://hathyo.com/product/159,https://d134sx875xrex2.cloudfront.net/vWYFNONmkx_35a2be95-a43b-4836-bf51-58eafb2b5b6a.jpg,khong_co_logo_chung_chi,,0,tot,
150,anh_000151,san_pham_0032,🌿 BỘT RAU DIẾP CÁ SẤY LẠNH NGUYÊN CHẤT - TRẦN LAN,data\du_lieu_logo\anh_goc\san_pham_0032\anh_002_cf860eea.jpg,cf860eea2589c563578cb42dd9f4e4cb1dc0ace6237634c4ae4cfc60740b3d0b,https://hathyo.com/product/159,https://d134sx875xrex2.cloudfront.net/MOWlta7DGU_fe328132-3ecf-45e5-a893-627fae3876a0.jpg,khong_co_logo_chung_chi,,0,tot,
151,anh_000152,san_pham_0032,🌿 BỘT RAU DIẾP CÁ SẤY LẠNH NGUYÊN CHẤT - TRẦN LAN,data\du_lieu_logo\anh_goc\san_pham_0032\anh_003_e42458f0.jpg,e42458f062d13f9a02860a398f406f7498687ab8ef47d4981be6829a80f58285,https://hathyo.com/product/159,https://d134sx875xrex2.cloudfront.net/CaPHMkb6WH_ce3de801-7e4d-4168-bc65-8ee68ded56b5.jpg,khong_co_logo_chung_chi,,0,tot,
152,anh_000153,san_pham_0032,🌿 BỘT RAU DIẾP CÁ SẤY LẠNH NGUYÊN CHẤT - TRẦN LAN,data\du_lieu_logo\anh_goc\san_pham_0032\anh_004_fad201a1.jpg,fad201a1776384c42d6888ba4078831097605b718abefac4977fedefed052300,https://hathyo.com/product/159,https://d134sx875xrex2.cloudfront.net/bC6fyEyoky_34ae856e-75a8-4fe1-a661-45d90edc7075.jpg,khong_co_logo_chung_chi,,0,tot,
153,anh_000154,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_001_fdef2d6a.jpg,fdef2d6a58b357df0d77a0d7ae38116757dd68fd6623511505aa3e6aa9193f6b,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/mIkjyTHRRB_e6bf67bc-2d21-4951-a167-a27657b0abc3.jpg,khong_co_logo_chung_chi,,0,tot,
154,anh_000155,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_002_89967e75.jpg,89967e75c89fc3a3613503d1bdd720225a9a7f490becac73b1eeeed6c9df96a4,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/glzQQcCQlt_7b22c790-43eb-4441-bffd-3abdcdfd716e.jpg,co_logo_chung_chi,fda|gmp,2,tot,
155,anh_000156,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_003_0a8fa09b.jpg,0a8fa09beac2a6206ec813803c635dc0c9761956c2b0179d02a37225c02a50f1,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/ls21Cbvl70_576c8477-0dac-4aeb-9c36-fc1edde3b0a6.jpg,khong_co_logo_chung_chi,,0,tot,
156,anh_000157,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_004_cba20a0e.jpg,cba20a0eea3c51a0b00e88822a913f54a7e0b08331e679c2b51f455bce765df3,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/ZAUAwj8oAU_16e5555a-fffd-44c6-9620-813ad5698d7a.jpg,co_logo_chung_chi,khac,1,tot,
157,anh_000158,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_005_f592c8e7.jpg,f592c8e77f5d3c8d134ea7866b1573af91920758753c0b7db3c6db543fc214eb,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/BRFzuRSfBo_7c83f2c0-93aa-40a1-9e9f-69abba7a2acf.jpg,co_logo_chung_chi,khac,1,tot,
158,anh_000159,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_006_f5bb7540.jpg,f5bb75409a4586f87accfcec6440297732d08edf03410c3a42d91fc1a63dd84c,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/t9GqcwlbH3_c226ea2d-b3ef-4779-bc44-ab0c782261e4.jpg,khong_co_logo_chung_chi,,0,tot,
159,anh_000160,san_pham_0033,VIÊN UỐNG GIẢI RƯỢU DEAL 101 - NHẬP KHẨU TỪ MỸ,data\du_lieu_logo\anh_goc\san_pham_0033\anh_007_f4269ce0.jpg,f4269ce0fa68d9d2f0c7876e36ffe3e2cf6bbacf88598d20c85d981093d21c82,https://hathyo.com/product/160,https://d134sx875xrex2.cloudfront.net/A44dJwIOL9_11e365a1-11be-43ca-9f08-696f37be462a.jpg,khong_co_logo_chung_chi,,0,tot,
160,anh_000161,san_pham_0034,Cà Phê ARABICA Đặc sản - 100% ARABICA nguyên chất,data\du_lieu_logo\anh_goc\san_pham_0034\anh_001_c3eae987.jpg,c3eae987195cf2d29577c9e0ac106014784b62cfab84941ad389382e1192b865,https://hathyo.com/product/162,https://d134sx875xrex2.cloudfront.net/9Bgwr9Ceka_BRULE%20ARIEU%20COFFEE%20B%E1%BB%98T_H%E1%BA%A0T.jpg,khong_co_logo_chung_chi,,0,tot,
161,anh_000162,san_pham_0035,Cà Phê LIBERICA Đặc sản - 100% LIBERICA nguyên chất,data\du_lieu_logo\anh_goc\san_pham_0035\anh_001_76d6358f.jpg,76d6358f5c9f040d827473f95ad8af91891f964bc39637456ae650c9a088a547,https://hathyo.com/product/163,https://d134sx875xrex2.cloudfront.net/yG2L36EdpU_BRULE%20NRANG%20COFFEE%20B%E1%BB%98T_H%E1%BA%A0T.jpg,khong_co_logo_chung_chi,,0,tot,
162,anh_000163,san_pham_0036,Cà phê ARIEU phin giấy - ARIEU Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0036\anh_001_84cb06e1.jpg,84cb06e197f45ca4677e5d626ad1900ba3657fd948fca258ac3604fddbabd6a9,https://hathyo.com/product/164,https://d134sx875xrex2.cloudfront.net/mpfZno1MTQ_8%20(1).jpg,khong_co_logo_chung_chi,,0,tot,
163,anh_000164,san_pham_0036,Cà phê ARIEU phin giấy - ARIEU Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0036\anh_002_6369fd23.jpg,6369fd23203ad8e1cc13b3177eafa101bdd40a35ed6113c2dc676c7a59f95471,https://hathyo.com/product/164,https://d134sx875xrex2.cloudfront.net/pq6y1vnkjZ_8.jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
164,anh_000165,san_pham_0037,Cà phê NRANG phin giấy - NRANG Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0037\anh_001_bd057524.jpg,bd057524fc0e0709141e998951b1a14cde4c05c49c5f2ba446ed19c6644e3531,https://hathyo.com/product/165,https://d134sx875xrex2.cloudfront.net/IZjjwrjgJ5_B'RULE%20NRANG%20COFFEE.jpg,khong_co_logo_chung_chi,,0,tot,
165,anh_000166,san_pham_0037,Cà phê NRANG phin giấy - NRANG Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0037\anh_002_63d00480.jpg,63d004804ade86c410c6bf31107973fcce5d12aadb82cc5a05d2f0e1d317ca96,https://hathyo.com/product/165,https://d134sx875xrex2.cloudfront.net/2EvFD5ZNAS_3%20(1).jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
166,anh_000168,san_pham_0038,Cà phê SARY phin giấy - SARY Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0038\anh_001_276a6189.jpg,276a61898cb6cab8e878fe86bdef6bc4fa78092ccf7864cde220ce838e634f93,https://hathyo.com/product/166,https://d134sx875xrex2.cloudfront.net/e9UIJjNesV_B'RULE%20SARY%20COFEEE.jpg,khong_co_logo_chung_chi,,0,tot,
167,anh_000169,san_pham_0038,Cà phê SARY phin giấy - SARY Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0038\anh_002_d1ade16d.jpg,d1ade16ddaa1672c96237a7c5c8c98d7ad251ced8f9667f0d3c4f596f5b05543,https://hathyo.com/product/166,https://d134sx875xrex2.cloudfront.net/EAiYFHv5Ht_1%20(1).jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
168,anh_000170,san_pham_0038,Cà phê SARY phin giấy - SARY Coffee drip bag,data\du_lieu_logo\anh_goc\san_pham_0038\anh_003_ed3cbad6.jpg,ed3cbad69f21fe63b47448b21db8965e4824ae3d06624ec7dfece43a099ac164,https://hathyo.com/product/166,https://d134sx875xrex2.cloudfront.net/XnRsTb4aHt_2%20(1).jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
169,anh_000172,san_pham_0039,Cà phê Ủ lạnh B'RULE ARIEU - Cold brew B'RULE Coffee,data\du_lieu_logo\anh_goc\san_pham_0039\anh_001_af8dedb1.jpg,af8dedb1e6fa2aed40e639bd09ad25fbf42bf112a086f38bad692009aacd43c6,https://hathyo.com/product/167,https://d134sx875xrex2.cloudfront.net/mbSqhTYh2j_B'RULE%20ARI%C3%8AU%20COFFEE%20-%20%E1%BB%A6%20L%E1%BA%A0NH.jpg,khong_co_logo_chung_chi,,0,tot,
170,anh_000173,san_pham_0039,Cà phê Ủ lạnh B'RULE ARIEU - Cold brew B'RULE Coffee,data\du_lieu_logo\anh_goc\san_pham_0039\anh_002_9a4ced29.jpg,9a4ced292fd1964130e57675bedf38f68741fb9cdf5c5c6eb8d890f769b9783e,https://hathyo.com/product/167,https://d134sx875xrex2.cloudfront.net/7pcDcvuqAq_4%20(1).jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
171,anh_000174,san_pham_0039,Cà phê Ủ lạnh B'RULE ARIEU - Cold brew B'RULE Coffee,data\du_lieu_logo\anh_goc\san_pham_0039\anh_003_656a3e32.jpg,656a3e322307d2ab96a59cdc2371150cc14a0026103aed6fee3696977785c354,https://hathyo.com/product/167,https://d134sx875xrex2.cloudfront.net/8BrUdsp7mG_9.jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
172,anh_000175,san_pham_0040,Cà phê Ủ lạnh B'RULE NRANG - Cold brew B'RULE Coffee,data\du_lieu_logo\anh_goc\san_pham_0040\anh_001_d077765d.jpg,d077765d63040e6c6f6f5f8fa9a4773f2911e7540ecb84685c61bf59ffb49f9b,https://hathyo.com/product/168,https://d134sx875xrex2.cloudfront.net/GnkPBdEU2U_B'RULE%20NRANG%20COFFEE%20-%20%E1%BB%A6%20L%E1%BA%A0NH.jpg,khong_co_logo_chung_chi,,0,tot,
173,anh_000176,san_pham_0040,Cà phê Ủ lạnh B'RULE NRANG - Cold brew B'RULE Coffee,data\du_lieu_logo\anh_goc\san_pham_0040\anh_002_7bb25f5a.jpg,7bb25f5a8a1fe3f5e45d083b85e6027f0fd9fae4cd74996faea1c0d1c56c5f00,https://hathyo.com/product/168,https://d134sx875xrex2.cloudfront.net/aMgGalJG9G_5%20(1).jpg,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
174,anh_000178,san_pham_0041,Cà phê SARY - SARY Coffee,data\du_lieu_logo\anh_goc\san_pham_0041\anh_001_52115abb.jpg,52115abb92ea5f478c7aae81ecc43424ef0de9166a02c23ac2cc6053819e89f1,https://hathyo.com/product/169,https://d134sx875xrex2.cloudfront.net/QPXEuPPU0y_B'RULE%20SARY%20COFFEE%201KG.jpg,khong_co_logo_chung_chi,,0,tot,
175,anh_000179,san_pham_0041,Cà phê SARY - SARY Coffee,data\du_lieu_logo\anh_goc\san_pham_0041\anh_002_1ccdf88b.jpg,1ccdf88b1df09e6050856dc1fa843b82ee23b464cbd4c626aa15453635b3d671,https://hathyo.com/product/169,https://d134sx875xrex2.cloudfront.net/9daukWAPhD_B'RULE%20SARY%20COFFEE%20500G.jpg,khong_co_logo_chung_chi,,0,tot,
176,anh_000180,san_pham_0042,Cà phê LEE - LEE Coffee,data\du_lieu_logo\anh_goc\san_pham_0042\anh_001_af344a75.jpg,af344a75bb1d3e7fc021c05145dc43297bcb9a3e50af6423276a1f81719020a0,https://hathyo.com/product/170,https://d134sx875xrex2.cloudfront.net/lhYbEO9qR7_B'RULE%20LEE%20COFFEE%201KG.jpg,khong_co_logo_chung_chi,,0,tot,
177,anh_000181,san_pham_0042,Cà phê LEE - LEE Coffee,data\du_lieu_logo\anh_goc\san_pham_0042\anh_002_956dc14c.jpg,956dc14c59c146718acfee83f0085568fd73111f71bf64673729bc7762efce6b,https://hathyo.com/product/170,https://d134sx875xrex2.cloudfront.net/UKJlIUGVIh_B'RULE%20LEE%20COFFEE%20500G.jpg,khong_co_logo_chung_chi,,0,tot,
178,anh_000182,san_pham_0043,Cà phê ROBUSTA - ROBUSTA Coffee,data\du_lieu_logo\anh_goc\san_pham_0043\anh_001_7a313d32.jpg,7a313d3218ed915603f75cf0bc1bea86185a78ef629b273f21da8dbdcb840480,https://hathyo.com/product/171,https://d134sx875xrex2.cloudfront.net/5ZhAJrTvIY_B'RULE%20ROBUSTA%20COFFEE%201KG.jpg,khong_co_logo_chung_chi,,0,tot,
179,anh_000183,san_pham_0043,Cà phê ROBUSTA - ROBUSTA Coffee,data\du_lieu_logo\anh_goc\san_pham_0043\anh_002_259f7500.jpg,259f7500e3be9ef4b697fd2240276dd034aa89f90f66e589f5007e0714f5eb0b,https://hathyo.com/product/171,https://d134sx875xrex2.cloudfront.net/v3xKEkr1Sk_B'RULE%20ROBUSTA%20COFFEE%20500G.jpg,khong_co_logo_chung_chi,,0,tot,
180,anh_000184,san_pham_0044,TRÀ VỎ CÀ PHÊ ĐẶC SẢN B’RU CASCARA,data\du_lieu_logo\anh_goc\san_pham_0044\anh_001_6eb2a788.png,6eb2a788d8ecc9d12eae7be10a1405b3468eae94d59665f1b55335a6bdb5ef91,https://hathyo.com/product/172,https://d134sx875xrex2.cloudfront.net/VbtUuGbQG0_brule%20%20(1).png,khong_co_logo_chung_chi,,0,chap_nhan_duoc,
181,anh_000185,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_001_f2b6eec8.png,f2b6eec8960d7da8e8b1cf9abdabbf370352cb691e3cbcde10e531b7487b75da,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/qjE0AFxSpm_1-2.png,khong_co_logo_chung_chi,,0,tot,
182,anh_000186,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_002_6a11146a.png,6a11146af833665796d7743582002d493232ba5948b142eb0d661db428c75b37,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/NjQSszv6WJ_9.png,khong_co_logo_chung_chi,,0,tot,
183,anh_000187,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_003_7a854e8b.png,7a854e8b158823e0ca3fae6577ac2416ad2e02280b97bae84021a6ce71ff3ebe,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/oFH2RQbLeh_4.png,khong_co_logo_chung_chi,,0,tot,
184,anh_000188,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_004_fb6111d6.jpg,fb6111d6fb48e6b96c2479b912b207594c6fd1e7c299d61c1c535e138c605353,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/v6jW911q3t_5-1024x1024.jpg,khong_co_logo_chung_chi,,0,tot,
185,anh_000189,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_005_d5529bfd.png,d5529bfd798ea976e4d216bd8725ef0f936ce0662dba4c551d21447db53e9e73,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/ISgzIt9kyT_8.png,co_logo_chung_chi,iso_22000|gmp,2,tot,
186,anh_000190,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_006_630825e8.jpg,630825e8285ade7338c378b81ca545f5764316f57417b8c7327e4ce54f7dd431,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/LoGYDepkAp_46cec7f6618ed5d08c9f.jpg,khong_co_logo_chung_chi,,0,tot,
187,anh_000191,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_007_79578807.jpg,795788074a622584b192bd8d132ba42b916c27010b3e69328520d8373ff04927,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/RTncmrvAQa_SGS%20-%20DDC%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0001.jpg,co_logo_chung_chi,khac,1,tot,
188,anh_000192,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_008_400d7378.jpg,400d7378a4cf3b6eedb952eef2ce63694300be032a2342c24a4ebbeafbd40867,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/ZI8tcYtQC2_SGS%20-%20DDC%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0003.jpg,co_logo_chung_chi,khac,1,tot,
189,anh_000193,san_pham_0045,Sữa hạt đa dưỡng chất Forganic – Trọn vẹn mỗi ngày,data\du_lieu_logo\anh_goc\san_pham_0045\anh_009_644eeee0.jpg,644eeee06b3b506731c6c3e8c696e6b9fbdc04c35ec068fdcc4f607c72631e28,https://hathyo.com/product/185,https://d134sx875xrex2.cloudfront.net/oPQDmNAdYU_SGS%20-%20DDC%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0004.jpg,co_logo_chung_chi,khac,1,tot,
190,anh_000194,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_001_84569049.png,845690496c8cf70dbcc157b1bb195fc96d430709ccae1606c81dee1ab8cbbecb,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/yQWOqcnLAe_4-1.png,khong_co_logo_chung_chi,,0,tot,
191,anh_000195,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_002_557cd770.png,557cd770c4b93d2e865344fbb9d901f4302c5462cd877aa42ebf1ee73d5e2434,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/YdDlFTmAjX_2-2.png,khong_co_logo_chung_chi,,0,tot,
192,anh_000196,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_003_60329ded.png,60329ded28daeb447e5fe1175b5e74ca8b3d24e527e53bcb7d48445cd0a3de7d,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/NJpCySj80b_3-3.png,khong_co_logo_chung_chi,,0,tot,
193,anh_000197,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_004_f11a17b2.png,f11a17b24f103ba70b5334528724b7fc2726842d71ae06da4f90d34e0322911c,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/rhiIJKAG8Q_5.png,khong_co_logo_chung_chi,,0,tot,
194,anh_000198,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_005_2f280f23.png,2f280f2315fca7f349a80d24c38ef954d1844a2286f9887a2b055045070e707f,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/e48GjEU4AX_BATT-cong-dung.png,khong_co_logo_chung_chi,,0,tot,
195,anh_000199,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_006_eff4f678.jpg,eff4f6783bf7834694cf1c75fb0a13c4c68b6a71d1b2c59850e4cbe9f862e086,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/XEWr9jkuXB_SGS%20-%20BATT%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0001.jpg,co_logo_chung_chi,khac,1,tot,
196,anh_000200,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_007_0298852c.jpg,0298852cfdb2d81fd8cc33a6747c5dee480ffa1f645fb3f2b8b6b9959b2ad8b5,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/9Xkli7RCYq_SGS%20-%20BATT%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0002.jpg,co_logo_chung_chi,khac,1,tot,
197,anh_000201,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_008_00f943f1.jpg,00f943f1d483329f6fbdb7dbc14a3f5292b92759686eee6444977efc52d64668,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/hlOHLANKTR_SGS%20-%20BATT%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0003.jpg,co_logo_chung_chi,khac,1,tot,
198,anh_000202,san_pham_0046,Sữa hạt Forganic bữa ăn thay thế – Dinh dưỡng tiện lợi,data\du_lieu_logo\anh_goc\san_pham_0046\anh_009_24f8509e.jpg,24f8509ee91f82f530ec57cb9e538742567292d68bbb8d8fc81f4a23660a6d15,https://hathyo.com/product/186,https://d134sx875xrex2.cloudfront.net/0hkSYETnBR_SGS%20-%20BATT%20-%20Ki%E1%BB%83m%20nghi%E1%BB%87m%20ATTP%202025_page-0004.jpg,co_logo_chung_chi,khac,1,tot,
199,anh_000203,san_pham_0047,Ngũ cốc dinh dưỡng mẹ thỏ,data\du_lieu_logo\anh_goc\san_pham_0047\anh_001_563a6ecf.jpg,563a6ecf473f2fcb0b9c3de703c5bfdc4e835be9dc6991bee2aac6631c4a5210,https://hathyo.com/product/189,https://d134sx875xrex2.cloudfront.net/KH2zVsHvnY_z7862270834369_1dd325512440d443470d5e60cf633ed5.jpg,khong_co_logo_chung_chi,,0,tot,
200,anh_000204,san_pham_0047,Ngũ cốc dinh dưỡng mẹ thỏ,data\du_lieu_logo\anh_goc\san_pham_0047\anh_002_fc10e03a.jpg,fc10e03a7cdc7ac3847fa4ce6f0bb752004492a16194be32b70f1e2539d80e06,https://hathyo.com/product/189,https://d134sx875xrex2.cloudfront.net/VP4ZClf5Ol_z7862270841769_7f70d591cb9c0c2f84d250dbe426d943.jpg,khong_co_logo_chung_chi,,0,tot,
201,anh_000205,san_pham_0047,Ngũ cốc dinh dưỡng mẹ thỏ,data\du_lieu_logo\anh_goc\san_pham_0047\anh_003_83403595.jpg,834035956c3c5333c49aea46c14d8c5bc69e412af210e1a5563f371dd4396c5c,https://hathyo.com/product/189,https://d134sx875xrex2.cloudfront.net/QA7vj1v3Ei_z7862270847901_e03ec65f8d88bc548949d2fa9e9e8079.jpg,khong_co_logo_chung_chi,,0,tot,
202,anh_000206,san_pham_0047,Ngũ cốc dinh dưỡng mẹ thỏ,data\du_lieu_logo\anh_goc\san_pham_0047\anh_004_68151114.jpg,681511144c16797ef95da1746cda699b239f7852c9b3cd01430b45d55b90ca14,https://hathyo.com/product/189,https://d134sx875xrex2.cloudfront.net/ffDehHetvd_z7862296186724_92dd7b9f107e591a4e39beb00dcfbb1e.jpg,khong_co_logo_chung_chi,,0,tot,
203,anh_000207,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_001_3862c8c3.jpg,3862c8c3192273c1165e8a6b9e3eef99cc43e429ae660b07b89ecd9caac9ddf0,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/1lVhAGKsNi_z7862270783950_7de6013af080900615c9c5a0fac7208f.jpg,khong_co_logo_chung_chi,,0,tot,
204,anh_000208,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_002_f5c49729.jpg,f5c4972910cb7868e553a956a05368fb12029ca965c4da8ce92bb413f711490f,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/PihFvxZZWO_z7862270747901_ac58e8280f5e86a9b2551eec15c47006.jpg,khong_co_logo_chung_chi,,0,tot,
205,anh_000209,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_003_d65de4b1.jpg,d65de4b1202bcac1f95c576b5a96a6757ba7f32eb0821246d6f50e2c2997fe3e,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/Pt72mQUsRU_z7862270755701_277e41b39f43488652a12f8c9068564f.jpg,khong_co_logo_chung_chi,,0,tot,
206,anh_000210,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_004_97b982db.jpg,97b982db2f8ff830a6b1e5ffcdb86ab49ac9a53d176bb4e1142c3f70a322b08d,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/YaaFEgDGt1_z7862270763880_4c0d90e2c1a9769958606d44296069d6.jpg,khong_co_logo_chung_chi,,0,tot,
207,anh_000211,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_005_ec191995.jpg,ec191995b28365daa5bb0a77532f3ca02c5df06565c32068c6fdbe7aad03c6c4,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/Ky8Vn6CVGm_z7862270773164_8821e56f0171dd133a04c103a4fa7ba9.jpg,khong_co_logo_chung_chi,,0,tot,
208,anh_000212,san_pham_0048,Bột đậu xanh rau má,data\du_lieu_logo\anh_goc\san_pham_0048\anh_006_070190a7.jpg,070190a7337cb8c8db11dbd931d7460d559955f7ad883bb71c27ec236f7fcc05,https://hathyo.com/product/190,https://d134sx875xrex2.cloudfront.net/NgO0wQsGlq_z7862296176970_4b9d49a31b54ef598382e27828392430.jpg,khong_co_logo_chung_chi,,0,tot,
209,anh_000213,san_pham_0049,Bột chuối xanh,data\du_lieu_logo\anh_goc\san_pham_0049\anh_001_3e527a4c.jpg,3e527a4cb318556deaa43dc3d7559de9ca7aa250c619cef1673111baf8e74ded,https://hathyo.com/product/191,https://d134sx875xrex2.cloudfront.net/c341v7j7WL_z7862270799236_ac3b2b1278dc4a34e328bcad8ff73c26.jpg,khong_co_logo_chung_chi,,0,tot,
